game_date,game_time,stadium_name,home_team,away_team,BallParkID
20230503,18:10:00,Guaranteed Rate Field,CHA,MIN,CHI12
20230503,18:40:00,Oakland Coliseum,OAK,SEA,WAS11
20230503,18:40:00,Coors Field,COL,MIL,DEN02
20230503,18:40:00,loanDepot park,MIA,ATL,NYC16
20230503,18:40:00,Comerica Park,DET,NYN,DET05
20230503,18:40:00,Kauffman Stadium,KCA,BAL,KAN06
20230503,18:40:00,Tropicana Field,TBA,PIT,SEA03
20230503,18:45:00,Busch Stadium,SLN,ANA,STL09
20230503,19:05:00,Yankee Stadium,NYA,CLE,CHI11
20230503,19:05:00,Nationals Park,WAS,CHN,WIL02
20230503,19:10:00,Fenway Park,BOS,TOR,BOS07
20230504,12:15:00,Busch Stadium,SLN,ANA,STL09
20230504,12:37:00,Oakland Coliseum,OAK,SEA,WAS11
20230504,13:05:00,Nationals Park,WAS,CHN,WIL02
20230504,13:10:00,Guaranteed Rate Field,CHA,MIN,CHI12
20230504,13:10:00,Coors Field,COL,MIL,DEN02
20230504,13:10:00,Comerica Park,DET,NYN,DET05
20230504,13:10:00,Kauffman Stadium,KCA,BAL,KAN06
20230504,13:10:00,Tropicana Field,TBA,PIT,SEA03
20230504,16:10:00,loanDepot park,MIA,ATL,NYC16
20230504,18:10:00,Fenway Park,BOS,TOR,BOS07
20230505,13:20:00,Wrigley Field,CHN,MIA,ATL03
20230505,18:35:00,PNC Park,PIT,TOR,BAL12
20230505,18:38:00,Angel Stadium,ANA,TEX,ANA01
20230505,18:40:00,Chase Field,ARI,WAS,PHO01
20230505,18:40:00,Great American Ball Park,CIN,CHA,CIN09
20230505,18:40:00,Petco Park,SDN,LAN,SAN02
20230505,18:40:00,Tropicana Field,TBA,NYA,SEA03
20230505,19:05:00,Citizens Bank Park,PHI,BOS,PHI13
20230505,19:10:00,Citi Field,NYN,COL,NYC20
20230505,19:10:00,Kauffman Stadium,KCA,OAK,KAN06
20230505,19:10:00,TMobile Park,SEA,HOU,TOR02
20230505,19:10:00,Progressive Field,CLE,MIN,PIT08
20230505,19:15:00,Busch Stadium,SLN,DET,STL09
20230505,19:15:00,Oracle Park,SFN,MIL,OAK01
20230505,19:20:00,Truist Park,ATL,BAL,STP01
20230506,13:15:00,Busch Stadium,SLN,DET,STL09
20230506,13:20:00,Wrigley Field,CHN,MIA,ATL03
20230506,16:10:00,Citi Field,NYN,COL,NYC20
20230506,16:10:00,Tropicana Field,TBA,NYA,SEA03
20230506,16:15:00,Oracle Park,SFN,MIL,OAK01
20230506,17:10:00,Chase Field,ARI,WAS,PHO01
20230506,17:40:00,Petco Park,SDN,LAN,SAN02
20230506,18:07:00,Angel Stadium,ANA,TEX,ANA01
20230506,18:10:00,Kauffman Stadium,KCA,OAK,KAN06
20230506,18:10:00,Progressive Field,CLE,MIN,PIT08
20230506,18:35:00,PNC Park,PIT,TOR,BAL12
20230506,18:40:00,Great American Ball Park,CIN,CHA,CIN09
20230506,18:40:00,TMobile Park,SEA,HOU,TOR02
20230506,19:15:00,Citizens Bank Park,PHI,BOS,PHI13
20230506,19:15:00,Truist Park,ATL,BAL,STP01
20230507,11:35:00,Truist Park,ATL,BAL,STP01
20230507,13:05:00,Oracle Park,SFN,MIL,OAK01
20230507,13:07:00,Angel Stadium,ANA,TEX,ANA01
20230507,13:10:00,Chase Field,ARI,WAS,PHO01
20230507,13:10:00,Kauffman Stadium,KCA,OAK,KAN06
20230507,13:10:00,TMobile Park,SEA,HOU,TOR02
20230507,13:15:00,Busch Stadium,SLN,DET,STL09
20230507,13:20:00,Wrigley Field,CHN,MIA,ATL03
20230507,13:35:00,Citizens Bank Park,PHI,BOS,PHI13
20230507,13:35:00,PNC Park,PIT,TOR,BAL12
20230507,13:40:00,Citi Field,NYN,COL,NYC20
20230507,13:40:00,Progressive Field,CLE,MIN,PIT08
20230507,13:40:00,Tropicana Field,TBA,NYA,SEA03
20230507,16:08:00,Petco Park,SDN,LAN,SAN02
20230507,16:10:00,Great American Ball Park,CIN,CHA,CIN09
20230508,18:10:00,Progressive Field,CLE,DET,PIT08
20230508,18:35:00,Oriole Park at Camden Yards,BAL,TBA,SFO03
20230508,18:35:00,PNC Park,PIT,COL,BAL12
20230508,18:38:00,Angel Stadium,ANA,HOU,ANA01
20230508,18:40:00,Chase Field,ARI,MIA,PHO01
20230508,18:40:00,Wrigley Field,CHN,SLN,ATL03
20230508,18:40:00,Kauffman Stadium,KCA,CHA,KAN06
20230508,18:40:00,American Family Field,MIL,LAN,MIL06
20230508,18:40:00,TMobile Park,SEA,TEX,TOR02
20230508,18:45:00,Oracle Park,SFN,WAS,OAK01
20230508,19:05:00,Yankee Stadium,NYA,OAK,CHI11
20230509,18:10:00,Progressive Field,CLE,DET,PIT08
20230509,18:35:00,Oriole Park at Camden Yards,BAL,TBA,SFO03
20230509,18:35:00,PNC Park,PIT,COL,BAL12
20230509,18:38:00,Angel Stadium,ANA,HOU,ANA01
20230509,18:40:00,Target Field,MIN,SDN,MIN04
20230509,18:40:00,Chase Field,ARI,MIA,PHO01
20230509,18:40:00,Citizens Bank Park,PHI,TOR,PHI13
20230509,18:40:00,Great American Ball Park,CIN,NYN,CIN09
20230509,18:40:00,Wrigley Field,CHN,SLN,ATL03
20230509,18:40:00,Kauffman Stadium,KCA,CHA,KAN06
20230509,18:40:00,American Family Field,MIL,LAN,MIL06
20230509,18:40:00,TMobile Park,SEA,TEX,TOR02
20230509,18:45:00,Oracle Park,SFN,WAS,OAK01
20230509,19:05:00,Yankee Stadium,NYA,OAK,CHI11
20230509,19:20:00,Truist Park,ATL,BOS,STP01
20230510,12:35:00,Yankee Stadium,NYA,OAK,CHI11
20230510,12:35:00,PNC Park,PIT,COL,BAL12
20230510,12:40:00,Chase Field,ARI,MIA,PHO01
20230510,12:40:00,American Family Field,MIL,LAN,MIL06
20230510,12:40:00,TMobile Park,SEA,TEX,TOR02
20230510,12:45:00,Oracle Park,SFN,WAS,OAK01
20230510,13:07:00,Angel Stadium,ANA,HOU,ANA01
20230510,13:10:00,Progressive Field,CLE,DET,PIT08
20230510,16:05:00,Citizens Bank Park,PHI,TOR,PHI13
20230510,18:35:00,Oriole Park at Camden Yards,BAL,TBA,SFO03
20230510,18:40:00,Target Field,MIN,SDN,MIN04
20230510,18:40:00,Great American Ball Park,CIN,NYN,CIN09
20230510,18:40:00,Wrigley Field,CHN,SLN,ATL03
20230510,18:40:00,Kauffman Stadium,KCA,CHA,KAN06
20230510,19:20:00,Truist Park,ATL,BOS,STP01
20230511,12:10:00,Target Field,MIN,SDN,MIN04
20230511,12:35:00,Great American Ball Park,CIN,NYN,CIN09
20230511,13:10:00,Kauffman Stadium,KCA,CHA,KAN06
20230511,18:40:00,Oakland Coliseum,OAK,TEX,WAS11
20230511,18:40:00,Chase Field,ARI,SFN,PHO01
20230511,19:05:00,Yankee Stadium,NYA,TBA,CHI11
20230512,18:40:00,Oakland Coliseum,OAK,TEX,WAS11
20230512,18:40:00,Coors Field,COL,PHI,DEN02
20230512,18:40:00,Chase Field,ARI,SFN,PHO01
20230512,18:40:00,loanDepot park,MIA,CIN,NYC16
20230512,18:40:00,Comerica Park,DET,SEA,DET05
20230512,19:05:00,Yankee Stadium,NYA,TBA,CHI11
20230512,19:05:00,Oriole Park at Camden Yards,BAL,PIT,SFO03
20230512,19:05:00,Nationals Park,WAS,NYN,WIL02
20230512,19:07:00,Rogers Centre,TOR,ATL,CLE08
20230512,19:10:00,Guaranteed Rate Field,CHA,HOU,CHI12
20230512,19:10:00,Target Field,MIN,CHN,MIN04
20230512,19:10:00,Fenway Park,BOS,SLN,BOS07
20230512,19:10:00,Dodger Stadium,LAN,SDN,LOS03
20230512,19:10:00,American Family Field,MIL,KCA,MIL06
20230512,19:10:00,Progressive Field,CLE,ANA,PIT08
20230513,13:05:00,Yankee Stadium,NYA,TBA,CHI11
20230513,13:07:00,Oakland Coliseum,OAK,TEX,WAS11
20230513,13:10:00,Target Field,MIN,CHN,MIN04
20230513,13:10:00,loanDepot park,MIA,CIN,NYC16
20230513,13:10:00,Comerica Park,DET,SEA,DET05
20230513,15:07:00,Rogers Centre,TOR,ATL,CLE08
20230513,16:05:00,Nationals Park,WAS,NYN,WIL02
20230513,16:10:00,Fenway Park,BOS,SLN,BOS07
20230513,16:15:00,Dodger Stadium,LAN,SDN,LOS03
20230513,17:10:00,Chase Field,ARI,SFN,PHO01
20230513,18:10:00,Coors Field,COL,PHI,DEN02
20230513,18:10:00,American Family Field,MIL,KCA,MIL06
20230513,18:10:00,Progressive Field,CLE,ANA,PIT08
20230513,18:15:00,Guaranteed Rate Field,CHA,HOU,CHI12
20230513,19:05:00,Oriole Park at Camden Yards,BAL,PIT,SFO03
20230514,11:35:00,Progressive Field,CLE,ANA,PIT08
20230514,13:07:00,Oakland Coliseum,OAK,TEX,WAS11
20230514,13:10:00,Guaranteed Rate Field,CHA,HOU,CHI12
20230514,13:10:00,Target Field,MIN,CHN,MIN04
20230514,13:10:00,Coors Field,COL,PHI,DEN02
20230514,13:10:00,Chase Field,ARI,SFN,PHO01
20230514,13:10:00,Dodger Stadium,LAN,SDN,LOS03
20230514,13:10:00,American Family Field,MIL,KCA,MIL06
20230514,13:35:00,Yankee Stadium,NYA,TBA,CHI11
20230514,13:35:00,Oriole Park at Camden Yards,BAL,PIT,SFO03
20230514,13:35:00,Nationals Park,WAS,NYN,WIL02
20230514,13:37:00,Rogers Centre,TOR,ATL,CLE08
20230514,13:40:00,loanDepot park,MIA,CIN,NYC16
20230514,13:40:00,Comerica Park,DET,SEA,DET05
20230514,19:08:00,Fenway Park,BOS,SLN,BOS07
20230515,16:05:00,Nationals Park,WAS,NYN,WIL02
20230515,18:35:00,Oriole Park at Camden Yards,BAL,ANA,SFO03
20230515,18:40:00,Oakland Coliseum,OAK,ARI,WAS11
20230515,18:40:00,Coors Field,COL,CIN,DEN02
20230515,18:40:00,Petco Park,SDN,KCA,SAN02
20230515,18:45:00,Busch Stadium,SLN,MIL,STL09
20230515,18:45:00,Oracle Park,SFN,PHI,OAK01
20230515,19:05:00,Globe Life Field,TEX,ATL,ARL02
20230515,19:07:00,Rogers Centre,TOR,NYA,CLE08
20230515,19:10:00,Fenway Park,BOS,SEA,BOS07
20230515,19:10:00,Dodger Stadium,LAN,MIN,LOS03
20230515,19:10:00,Minute Maid Park,HOU,CHN,LON01
20230516,18:35:00,Oriole Park at Camden Yards,BAL,ANA,SFO03
20230516,18:40:00,Oakland Coliseum,OAK,ARI,WAS11
20230516,18:40:00,Coors Field,COL,CIN,DEN02
20230516,18:40:00,Petco Park,SDN,KCA,SAN02
20230516,18:40:00,loanDepot park,MIA,WAS,NYC16
20230516,18:40:00,Comerica Park,DET,PIT,DET05
20230516,18:45:00,Busch Stadium,SLN,MIL,STL09
20230516,18:45:00,Oracle Park,SFN,PHI,OAK01
20230516,19:05:00,Globe Life Field,TEX,ATL,ARL02
20230516,19:07:00,Rogers Centre,TOR,NYA,CLE08
20230516,19:10:00,Guaranteed Rate Field,CHA,CLE,CHI12
20230516,19:10:00,Fenway Park,BOS,SEA,BOS07
20230516,19:10:00,Dodger Stadium,LAN,MIN,LOS03
20230516,19:10:00,Citi Field,NYN,TBA,NYC20
20230516,19:10:00,Minute Maid Park,HOU,CHN,LON01
20230517,12:10:00,Dodger Stadium,LAN,MIN,LOS03
20230517,12:37:00,Oakland Coliseum,OAK,ARI,WAS11
20230517,12:45:00,Oracle Park,SFN,PHI,OAK01
20230517,13:10:00,Coors Field,COL,CIN,DEN02
20230517,13:10:00,Petco Park,SDN,KCA,SAN02
20230517,13:10:00,Comerica Park,DET,PIT,DET05
20230517,18:35:00,Oriole Park at Camden Yards,BAL,ANA,SFO03
20230517,18:40:00,loanDepot park,MIA,WAS,NYC16
20230517,18:45:00,Busch Stadium,SLN,MIL,STL09
20230517,19:05:00,Globe Life Field,TEX,ATL,ARL02
20230517,19:07:00,Rogers Centre,TOR,NYA,CLE08
20230517,19:10:00,Guaranteed Rate Field,CHA,CLE,CHI12
20230517,19:10:00,Fenway Park,BOS,SEA,BOS07
20230517,19:10:00,Citi Field,NYN,TBA,NYC20
20230517,19:10:00,Minute Maid Park,HOU,CHN,LON01
20230518,12:35:00,Oriole Park at Camden Yards,BAL,ANA,SFO03
20230518,13:10:00,Guaranteed Rate Field,CHA,CLE,CHI12
20230518,13:10:00,Citi Field,NYN,TBA,NYC20
20230518,13:10:00,loanDepot park,MIA,WAS,NYC16
20230518,18:45:00,Busch Stadium,SLN,LAN,STL09
20230518,19:07:00,Rogers Centre,TOR,NYA,CLE08
20230519,18:35:00,PNC Park,PIT,ARI,BAL12
20230519,18:38:00,Angel Stadium,ANA,MIN,ANA01
20230519,18:40:00,Great American Ball Park,CIN,NYA,CIN09
20230519,18:40:00,Petco Park,SDN,BOS,SAN02
20230519,18:40:00,Tropicana Field,TBA,MIL,SEA03
20230519,19:05:00,Globe Life Field,TEX,COL,ARL02
20230519,19:05:00,Citizens Bank Park,PHI,CHN,PHI13
20230519,19:05:00,Nationals Park,WAS,DET,WIL02
20230519,19:07:00,Rogers Centre,TOR,BAL,CLE08
20230519,19:10:00,Guaranteed Rate Field,CHA,KCA,CHI12
20230519,19:10:00,Citi Field,NYN,CLE,NYC20
20230519,19:10:00,Minute Maid Park,HOU,OAK,LON01
20230519,19:15:00,Busch Stadium,SLN,LAN,STL09
20230519,19:15:00,Oracle Park,SFN,MIA,OAK01
20230519,19:20:00,Truist Park,ATL,SEA,STP01
20230520,13:05:00,Oracle Park,SFN,MIA,OAK01
20230520,13:10:00,Guaranteed Rate Field,CHA,KCA,CHI12
20230520,15:05:00,Globe Life Field,TEX,COL,ARL02
20230520,15:07:00,Rogers Centre,TOR,BAL,CLE08
20230520,15:10:00,Minute Maid Park,HOU,OAK,LON01
20230520,16:05:00,Citizens Bank Park,PHI,CHN,PHI13
20230520,16:05:00,PNC Park,PIT,ARI,BAL12
20230520,16:05:00,Nationals Park,WAS,DET,WIL02
20230520,16:10:00,Great American Ball Park,CIN,NYA,CIN09
20230520,16:10:00,Citi Field,NYN,CLE,NYC20
20230520,16:10:00,Tropicana Field,TBA,MIL,SEA03
20230520,18:15:00,Busch Stadium,SLN,LAN,STL09
20230520,19:07:00,Angel Stadium,ANA,MIN,ANA01
20230520,19:10:00,Petco Park,SDN,BOS,SAN02
20230520,19:15:00,Truist Park,ATL,SEA,STP01
20230521,11:35:00,Great American Ball Park,CIN,NYA,CIN09
20230521,13:05:00,Oracle Park,SFN,MIA,OAK01
20230521,13:07:00,Angel Stadium,ANA,MIN,ANA01
20230521,13:10:00,Guaranteed Rate Field,CHA,KCA,CHI12
20230521,13:10:00,Petco Park,SDN,BOS,SAN02
20230521,13:10:00,Minute Maid Park,HOU,OAK,LON01
20230521,13:15:00,Busch Stadium,SLN,LAN,STL09
20230521,13:30:00,Truist Park,ATL,SEA,STP01
20230521,13:35:00,Globe Life Field,TEX,COL,ARL02
20230521,13:35:00,Citizens Bank Park,PHI,CHN,PHI13
20230521,13:35:00,PNC Park,PIT,ARI,BAL12
20230521,13:35:00,Nationals Park,WAS,DET,WIL02
20230521,13:37:00,Rogers Centre,TOR,BAL,CLE08
20230521,13:40:00,Tropicana Field,TBA,MIL,SEA03
20230521,19:08:00,Citi Field,NYN,CLE,NYC20
20230522,18:10:00,Progressive Field,CLE,CHA,PIT08
20230522,18:35:00,PNC Park,PIT,TEX,BAL12
20230522,18:38:00,Angel Stadium,ANA,BOS,ANA01
20230522,18:40:00,Target Field,MIN,SFN,MIN04
20230522,18:40:00,Coors Field,COL,MIA,DEN02
20230522,18:40:00,Citizens Bank Park,PHI,ARI,PHI13
20230522,18:40:00,Great American Ball Park,CIN,SLN,CIN09
20230522,18:40:00,Kauffman Stadium,KCA,DET,KAN06
20230522,18:40:00,American Family Field,MIL,HOU,MIL06
20230522,18:40:00,TMobile Park,SEA,OAK,TOR02
20230522,18:40:00,Tropicana Field,TBA,TOR,SEA03
20230522,19:20:00,Truist Park,ATL,LAN,STP01
20230523,18:10:00,Progressive Field,CLE,CHA,PIT08
20230523,18:35:00,PNC Park,PIT,TEX,BAL12
20230523,18:38:00,Angel Stadium,ANA,BOS,ANA01
20230523,18:40:00,Target Field,MIN,SFN,MIN04
20230523,18:40:00,Coors Field,COL,MIA,DEN02
20230523,18:40:00,Citizens Bank Park,PHI,ARI,PHI13
20230523,18:40:00,Great American Ball Park,CIN,SLN,CIN09
20230523,18:40:00,Wrigley Field,CHN,NYN,ATL03
20230523,18:40:00,Kauffman Stadium,KCA,DET,KAN06
20230523,18:40:00,American Family Field,MIL,HOU,MIL06
20230523,18:40:00,TMobile Park,SEA,OAK,TOR02
20230523,18:40:00,Tropicana Field,TBA,TOR,SEA03
20230523,19:05:00,Yankee Stadium,NYA,BAL,CHI11
20230523,19:05:00,Nationals Park,WAS,SDN,WIL02
20230523,19:20:00,Truist Park,ATL,LAN,STP01
20230524,12:10:00,Target Field,MIN,SFN,MIN04
20230524,12:10:00,American Family Field,MIL,HOU,MIL06
20230524,12:35:00,PNC Park,PIT,TEX,BAL12
20230524,13:05:00,Citizens Bank Park,PHI,ARI,PHI13
20230524,13:10:00,Progressive Field,CLE,CHA,PIT08
20230524,18:38:00,Angel Stadium,ANA,BOS,ANA01
20230524,18:40:00,Coors Field,COL,MIA,DEN02
20230524,18:40:00,Great American Ball Park,CIN,SLN,CIN09
20230524,18:40:00,Wrigley Field,CHN,NYN,ATL03
20230524,18:40:00,Kauffman Stadium,KCA,DET,KAN06
20230524,18:40:00,TMobile Park,SEA,OAK,TOR02
20230524,18:40:00,Tropicana Field,TBA,TOR,SEA03
20230524,19:05:00,Yankee Stadium,NYA,BAL,CHI11
20230524,19:05:00,Nationals Park,WAS,SDN,WIL02
20230524,19:20:00,Truist Park,ATL,LAN,STP01
20230525,12:35:00,Great American Ball Park,CIN,SLN,CIN09
20230525,13:10:00,Coors Field,COL,MIA,DEN02
20230525,13:10:00,Tropicana Field,TBA,TOR,SEA03
20230525,16:05:00,Nationals Park,WAS,SDN,WIL02
20230525,18:40:00,Wrigley Field,CHN,NYN,ATL03
20230525,18:40:00,Comerica Park,DET,CHA,DET05
20230525,18:40:00,American Family Field,MIL,SFN,MIL06
20230525,18:40:00,TMobile Park,SEA,OAK,TOR02
20230525,19:05:00,Yankee Stadium,NYA,BAL,CHI11
20230525,19:20:00,Truist Park,ATL,PHI,STP01
20230526,13:20:00,Wrigley Field,CHN,CIN,ATL03
20230526,18:38:00,Angel Stadium,ANA,MIA,ANA01
20230526,18:40:00,Oakland Coliseum,OAK,HOU,WAS11
20230526,18:40:00,Coors Field,COL,NYN,DEN02
20230526,18:40:00,Chase Field,ARI,BOS,PHO01
20230526,18:40:00,Comerica Park,DET,CHA,DET05
20230526,18:40:00,Tropicana Field,TBA,LAN,SEA03
20230526,19:05:00,Yankee Stadium,NYA,SDN,CHI11
20230526,19:05:00,Oriole Park at Camden Yards,BAL,TEX,SFO03
20230526,19:10:00,Target Field,MIN,TOR,MIN04
20230526,19:10:00,Kauffman Stadium,KCA,WAS,KAN06
20230526,19:10:00,American Family Field,MIL,SFN,MIL06
20230526,19:10:00,TMobile Park,SEA,PIT,TOR02
20230526,19:10:00,Progressive Field,CLE,SLN,PIT08
20230526,19:20:00,Truist Park,ATL,PHI,STP01
20230527,13:05:00,Yankee Stadium,NYA,SDN,CHI11
20230527,13:07:00,Oakland Coliseum,OAK,HOU,WAS11
20230527,13:10:00,Target Field,MIN,TOR,MIN04
20230527,13:10:00,Comerica Park,DET,CHA,DET05
20230527,13:10:00,TMobile Park,SEA,PIT,TOR02
20230527,15:10:00,Kauffman Stadium,KCA,WAS,KAN06
20230527,15:10:00,American Family Field,MIL,SFN,MIL06
20230527,16:05:00,Oriole Park at Camden Yards,BAL,TEX,SFO03
20230527,16:10:00,Truist Park,ATL,PHI,STP01
20230527,16:10:00,Tropicana Field,TBA,LAN,SEA03
20230527,16:15:00,Chase Field,ARI,BOS,PHO01
20230527,18:15:00,Wrigley Field,CHN,CIN,ATL03
20230527,19:07:00,Angel Stadium,ANA,MIA,ANA01
20230527,19:10:00,Coors Field,COL,NYN,DEN02
20230527,19:15:00,Progressive Field,CLE,SLN,PIT08
20230528,11:35:00,Tropicana Field,TBA,LAN,SEA03
20230528,13:07:00,Oakland Coliseum,OAK,HOU,WAS11
20230528,13:07:00,Angel Stadium,ANA,MIA,ANA01
20230528,13:10:00,Target Field,MIN,TOR,MIN04
20230528,13:10:00,Coors Field,COL,NYN,DEN02
20230528,13:10:00,Chase Field,ARI,BOS,PHO01
20230528,13:10:00,Kauffman Stadium,KCA,WAS,KAN06
20230528,13:10:00,American Family Field,MIL,SFN,MIL06
20230528,13:10:00,TMobile Park,SEA,PIT,TOR02
20230528,13:20:00,Wrigley Field,CHN,CIN,ATL03
20230528,13:35:00,Yankee Stadium,NYA,SDN,CHI11
20230528,13:35:00,Oriole Park at Camden Yards,BAL,TEX,SFO03
20230528,13:40:00,Comerica Park,DET,CHA,DET05
20230528,13:40:00,Progressive Field,CLE,SLN,PIT08
20230528,19:08:00,Truist Park,ATL,PHI,STP01
20230529,13:05:00,Oriole Park at Camden Yards,BAL,CLE,SFO03
20230529,13:10:00,Chase Field,ARI,COL,PHO01
20230529,13:10:00,Comerica Park,DET,TEX,DET05
20230529,13:15:00,Busch Stadium,SLN,KCA,STL09
20230529,13:20:00,Wrigley Field,CHN,TBA,ATL03
20230529,14:05:00,Oracle Park,SFN,PIT,OAK01
20230529,15:10:00,Minute Maid Park,HOU,MIN,LON01
20230529,17:07:00,Oakland Coliseum,OAK,ATL,WAS11
20230529,18:10:00,Dodger Stadium,LAN,WAS,LOS03
20230529,18:40:00,TMobile Park,SEA,NYA,TOR02
20230529,19:10:00,Guaranteed Rate Field,CHA,ANA,CHI12
20230530,18:40:00,Oakland Coliseum,OAK,ATL,WAS11
20230530,18:40:00,Chase Field,ARI,COL,PHO01
20230530,18:40:00,loanDepot park,MIA,SDN,NYC16
20230530,18:40:00,Comerica Park,DET,TEX,DET05
20230530,18:40:00,TMobile Park,SEA,NYA,TOR02
20230530,18:45:00,Busch Stadium,SLN,KCA,STL09
20230530,18:45:00,Oracle Park,SFN,PIT,OAK01
20230530,19:05:00,Oriole Park at Camden Yards,BAL,CLE,SFO03
20230530,19:05:00,Wrigley Field,CHN,TBA,ATL03
20230530,19:07:00,Rogers Centre,TOR,MIL,CLE08
20230530,19:10:00,Guaranteed Rate Field,CHA,ANA,CHI12
20230530,19:10:00,Fenway Park,BOS,CIN,BOS07
20230530,19:10:00,Dodger Stadium,LAN,WAS,LOS03
20230530,19:10:00,Citi Field,NYN,PHI,NYC20
20230530,19:10:00,Minute Maid Park,HOU,MIN,LON01
20230531,12:37:00,Oakland Coliseum,OAK,ATL,WAS11
20230531,12:45:00,Oracle Park,SFN,PIT,OAK01
20230531,13:10:00,Guaranteed Rate Field,CHA,ANA,CHI12
20230531,13:10:00,Dodger Stadium,LAN,WAS,LOS03
20230531,13:10:00,Comerica Park,DET,TEX,DET05
20230531,13:20:00,Wrigley Field,CHN,TBA,ATL03
20230531,15:05:00,Oriole Park at Camden Yards,BAL,CLE,SFO03
20230531,18:40:00,Chase Field,ARI,COL,PHO01
20230531,18:40:00,loanDepot park,MIA,SDN,NYC16
20230531,18:40:00,TMobile Park,SEA,NYA,TOR02
20230531,19:07:00,Rogers Centre,TOR,MIL,CLE08
20230531,19:10:00,Fenway Park,BOS,CIN,BOS07
20230531,19:10:00,Citi Field,NYN,PHI,NYC20
20230531,19:10:00,Minute Maid Park,HOU,MIN,LON01
20230601,12:40:00,Chase Field,ARI,COL,PHO01
20230601,13:07:00,Rogers Centre,TOR,MIL,CLE08
20230601,13:10:00,Citi Field,NYN,PHI,NYC20
20230601,13:10:00,loanDepot park,MIA,SDN,NYC16
20230601,18:40:00,Target Field,MIN,CLE,MIN04
20230601,19:10:00,Fenway Park,BOS,CIN,BOS07
20230601,19:10:00,Minute Maid Park,HOU,ANA,LON01
20230602,17:10:00,Great American Ball Park,CIN,MIL,CIN09
20230602,18:40:00,Chase Field,ARI,ATL,PHO01
20230602,18:40:00,Petco Park,SDN,CHN,SAN02
20230602,18:40:00,loanDepot park,MIA,OAK,NYC16
20230602,19:05:00,Globe Life Field,TEX,SEA,ARL02
20230602,19:05:00,PNC Park,PIT,SLN,BAL12
20230602,19:05:00,Nationals Park,WAS,PHI,WIL02
20230602,19:10:00,Guaranteed Rate Field,CHA,DET,CHI12
20230602,19:10:00,Target Field,MIN,CLE,MIN04
20230602,19:10:00,Fenway Park,BOS,TBA,BOS07
20230602,19:10:00,Dodger Stadium,LAN,NYA,LOS03
20230602,19:10:00,Citi Field,NYN,TOR,NYC20
20230602,19:10:00,Kauffman Stadium,KCA,COL,KAN06
20230602,19:10:00,Minute Maid Park,HOU,ANA,LON01
20230602,19:15:00,Oracle Park,SFN,BAL,OAK01
20230603,13:10:00,Guaranteed Rate Field,CHA,DET,CHI12
20230603,13:10:00,Fenway Park,BOS,TBA,BOS07
20230603,15:05:00,Globe Life Field,TEX,SEA,ARL02
20230603,15:10:00,Kauffman Stadium,KCA,COL,KAN06
20230603,15:10:00,Minute Maid Park,HOU,ANA,LON01
20230603,16:05:00,PNC Park,PIT,SLN,BAL12
20230603,16:05:00,Nationals Park,WAS,PHI,WIL02
20230603,16:10:00,Great American Ball Park,CIN,MIL,CIN09
20230603,16:10:00,Citi Field,NYN,TOR,NYC20
20230603,16:10:00,loanDepot park,MIA,OAK,NYC16
20230603,16:15:00,Dodger Stadium,LAN,NYA,LOS03
20230603,18:10:00,Fenway Park,BOS,TBA,BOS07
20230603,18:15:00,Target Field,MIN,CLE,MIN04
20230603,19:05:00,Oracle Park,SFN,BAL,OAK01
20230603,19:10:00,Chase Field,ARI,ATL,PHO01
20230603,19:10:00,Petco Park,SDN,CHN,SAN02
20230604,11:35:00,PNC Park,PIT,SLN,BAL12
20230604,13:05:00,Oracle Park,SFN,BAL,OAK01
20230604,13:10:00,Guaranteed Rate Field,CHA,DET,CHI12
20230604,13:10:00,Target Field,MIN,CLE,MIN04
20230604,13:10:00,Chase Field,ARI,ATL,PHO01
20230604,13:10:00,Petco Park,SDN,CHN,SAN02
20230604,13:10:00,Kauffman Stadium,KCA,COL,KAN06
20230604,13:10:00,Minute Maid Park,HOU,ANA,LON01
20230604,13:35:00,Globe Life Field,TEX,SEA,ARL02
20230604,13:35:00,Fenway Park,BOS,TBA,BOS07
20230604,13:35:00,Nationals Park,WAS,PHI,WIL02
20230604,13:40:00,Great American Ball Park,CIN,MIL,CIN09
20230604,13:40:00,Citi Field,NYN,TOR,NYC20
20230604,13:40:00,loanDepot park,MIA,OAK,NYC16
20230604,16:08:00,Dodger Stadium,LAN,NYA,LOS03
20230605,18:40:00,Citizens Bank Park,PHI,DET,PHI13
20230605,18:40:00,Petco Park,SDN,CHN,SAN02
20230605,18:40:00,loanDepot park,MIA,KCA,NYC16
20230605,19:05:00,Globe Life Field,TEX,SLN,ARL02
20230605,19:05:00,PNC Park,PIT,OAK,BAL12
20230605,19:07:00,Rogers Centre,TOR,HOU,CLE08
20230605,19:10:00,Great American Ball Park,CIN,MIL,CIN09
20230606,18:38:00,Angel Stadium,ANA,CHN,ANA01
20230606,18:40:00,Coors Field,COL,SFN,DEN02
20230606,18:40:00,Citizens Bank Park,PHI,DET,PHI13
20230606,18:40:00,Petco Park,SDN,SEA,SAN02
20230606,18:40:00,loanDepot park,MIA,KCA,NYC16
20230606,18:40:00,American Family Field,MIL,BAL,MIL06
20230606,18:40:00,Tropicana Field,TBA,MIN,SEA03
20230606,19:05:00,Yankee Stadium,NYA,CHA,CHI11
